What are the genetic changes related to nonsyndromic hearing loss ?,The causes of nonsyndromic hearing loss are complex.
Is nonsyndromic hearing loss inherited ?,Nonsyndromic hearing loss has different patterns of inheritance.
What are the treatments for nonsyndromic hearing loss ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) nonsyndromic holoprosencephaly ?,An abnormality of brain development that also affects the head and face.
How many people are affected by nonsyndromic holoprosencephaly ?,Nonsyndromic holoprosencephaly accounts for approximately 25 to 50 percent.
What are the genetic changes related to nonsyndromic holoprosencephaly ?,Mutations in 11 genes have been found to cause nonsyndromic holoprosencephaly. 
Is nonsyndromic holoprosencephaly inherited ?,Nonsyndromic holoprosencephaly is inherited in an autosomal dominant pattern.
What are the treatments for nonsyndromic holoprosencephaly ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) nonsyndromic paraganglioma ?,A type of noncancerous tumor that occurs in structures called paraganglia. 
How many people are affected by nonsyndromic paraganglioma ?,"It is estimated that the prevalence of pheochromocytoma is 1 in 500,000 people."
What are the genetic changes related to nonsyndromic paraganglioma ?,"The VHL, RET, SDHB, and SDHD genes can be mutated in both syndromic and nonsyndromic forms."
What are the treatments for nonsyndromic paraganglioma ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Noonan syndrome ?,Noonan syndrome is a condition that affects many areas of the body.
How many people are affected by Noonan syndrome ?,"Noonan syndrome occurs in approximately 1 in 1,000 to 2,500 people."
What are the genetic changes related to Noonan syndrome ?,"Mutations in the PTPN11, SOS1, RAF1, KRAS, NRAS and BRAF genes cause Noonan syndrome.  "
What are the treatments for Noonan syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Norrie disease ?,An inherited eye disorder that leads to blindness in male infants at birth or soon after birth.
What are the genetic changes related to Norrie disease ?,Mutations in the NDP gene cause Norrie disease.  
Is Norrie disease inherited ?,This condition is inherited in an X-linked recessive pattern.
What is (are) North American Indian childhood cirrhosis ?,North American Indian childhood cirrhosis is a rare liver disorder that occurs in children. 
What are the genetic changes related to North American Indian childhood cirrhosis ?,North American Indian childhood cirrhosis results from at least one known mutation in the UTP4 gene. 
What are the treatments for North American Indian childhood cirrhosis ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Northern epilepsy ?,"A genetic condition that causes recurrent seizures beginning in childhood, usually between ages 5 and 10. "
What are the genetic changes related to Northern epilepsy ?,Mutations in the CLN8 gene cause Northern epilepsy. 
Is Northern epilepsy inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Northern epilepsy ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Ochoa syndrome ?,Ochoa syndrome is a disorder characterized by urinary problems and unusual facial expressions.
How many people are affected by Ochoa syndrome ?,Ochoa syndrome is a rare disorder.
What are the genetic changes related to Ochoa syndrome ?,Ochoa syndrome can be caused by mutations in the HPSE2 gene. 
Is Ochoa syndrome inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Ochoa syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) ocular albinism ?,Ocular albinism is a genetic condition that primarily affects the eyes.
How many people are affected by ocular albinism ?,"The most common form of this disorder,affects at least 1 in 60,000 males. "
What are the genetic changes related to ocular albinism ?,Ocular albinism type 1 results from mutations in the GPR143 gene. 
Is ocular albinism inherited ?,Ocular albinism type 1 is inherited in an X-linked pattern.
What are the treatments for ocular albinism ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) oculocutaneous albinism ?,"A group of conditions that affect coloring of the skin, hair, and eyes. "
How many people are affected by oculocutaneous albinism ?,"An estimated 1 in 20,000 people worldwide are born with oculocutaneous albinism. "
What are the genetic changes related to oculocutaneous albinism ?,"Oculocutaneous albinism can result from mutations in TYR, OCA2, TYRP1, and SLC45A2. "
Is oculocutaneous albinism inherited ?,Oculocutaneous albinism is inherited in an autosomal recessive pattern.
What are the treatments for oculocutaneous albinism ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) oculodentodigital dysplasia ?,"A condition that affects many parts of the body, particularly the eyes, teeth, and fingers."
What are the genetic changes related to oculodentodigital dysplasia ?,Mutations in the GJA1 gene cause oculodentodigital dysplasia. 
What are the treatments for oculodentodigital dysplasia ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) oculofaciocardiodental syndrome ?,"A condition that affects the development of the eyes,facial features, heart and teeth. "
What are the genetic changes related to oculofaciocardiodental syndrome ?,Mutations in the BCOR gene cause OFCD syndrome. 
What are the treatments for oculofaciocardiodental syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) oculopharyngeal muscular dystrophy ?,A genetic condition characterized by muscle weakness that begins in adulthood. 
How many people are affected by oculopharyngeal muscular dystrophy ?,"In Europe estimated to be 1 in 100,000 people. "
What are the genetic changes related to oculopharyngeal muscular dystrophy ?,Mutations in the PABPN1 gene cause oculopharyngeal muscular dystrophy.
Is oculopharyngeal muscular dystrophy inherited ?,Most cases of are inherited in an autosomal dominant pattern.
What are the treatments for oculopharyngeal muscular dystrophy ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
"What is (are) Ohdo syndrome, Maat-Kievit-Brunner type ?",A rare condition characterized by intellectual disability and distinctive facial features.
"How many people are affected by Ohdo syndrome, Maat-Kievit-Brunner type ?",The Maat-Kievit-Brunner type of Ohdo syndrome is a very rare condition.
"What are the genetic changes related to Ohdo syndrome, Maat-Kievit-Brunner type ?",The Maat-Kievit-Brunner type of Ohdo syndrome results from mutations in the MED12 gene. 
"Is Ohdo syndrome, Maat-Kievit-Brunner type inherited ?",This condition is inherited in an X-linked recessive pattern. 
"What are the treatments for Ohdo syndrome, Maat-Kievit-Brunner type ?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
"What is (are) Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant ?",A rare condition characterized by genital abnormalities in males. 
"What are the genetic changes related to Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant ?",The SBBYS variant of Ohdo syndrome is caused by mutations in the KAT6B gene. 
"Is Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant inherited ?",This condition has an autosomal dominant inheritance pattern.
"What are the treatments for Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant ?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Ollier disease ?,Ollier disease is a disorder characterized by multiple enchondromas.
How many people are affected by Ollier disease ?,"Ollier disease is estimated to occur in 1 in 100,000 people."
What are the genetic changes related to Ollier disease ?,The disorder is caused by mutations in the IDH1 or IDH2 gene.
What are the treatments for Ollier disease ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) ophthalmo-acromelic syndrome ?,"A condition that results in malformations of the eyes, hands, and feet. "
How many people are affected by ophthalmo-acromelic syndrome ?,The prevalence of ophthalmo-acromelic syndrome is not known.
What are the genetic changes related to ophthalmo-acromelic syndrome ?,Mutations in the SMOC1 gene cause ophthalmo-acromelic syndrome. 
Is ophthalmo-acromelic syndrome inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for ophthalmo-acromelic syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) Opitz G/BBB syndrome ?,A genetic condition that causes several abnormalities along the midline of the body. 
How many people are affected by Opitz G/BBB syndrome ?,"X-linked Opitz G/BBB syndrome is thought to affect 1 in 10,000 to 50,000 males."
What are the genetic changes related to Opitz G/BBB syndrome ?,X-linked Opitz G/BBB syndrome is caused by mutations in the MID1 gene. 
Is Opitz G/BBB syndrome inherited ?,"When caused by mutations in the MID1 gene, Opitz G/BBB syndrome has an X-linked pattern of inheritance."
What are the treatments for Opitz G/BBB syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) optic atrophy type 1 ?,Optic atrophy type 1 is a condition that affects vision. 
How many people are affected by optic atrophy type 1 ?,"Optic atrophy type 1 is estimated to affect 1 in 50,000 people worldwide. "
What are the genetic changes related to optic atrophy type 1 ?,Optic atrophy type 1 is caused by mutations in the OPA1 gene. 
Is optic atrophy type 1 inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for optic atrophy type 1 ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) oral-facial-digital syndrome ?,"A group of related conditions that affect the development of the oral cavity, facial features, and digits. "
How many people are affected by oral-facial-digital syndrome ?,"Oral-facial-digital syndrome has an estimated incidence of 1 in 50,000 to 250,000 newborns. "
What are the genetic changes related to oral-facial-digital syndrome ?,"Only one gene, OFD1, has been associated with oral-facial-digital syndrome. "
Is oral-facial-digital syndrome inherited ?,Oral-facial-digital syndrome type I is inherited in an X-linked dominant pattern. 
What are the treatments for oral-facial-digital syndrome ?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) ornithine transcarbamylase deficiency ?,An inherited disorder that causes ammonia to accumulate in the blood. 
What is (are) Peters plus syndrome ?,"Peters plus syndrome is an inherited condition that is characterized by eye abnormalities, short stature."
What are the genetic changes related to Peters plus syndrome ?,Mutations in the B3GLCT gene cause Peters plus syndrome. 
What are the treatments for Peters plus syndrome ?,Diagnostic Tests-Drug Therapy-Surgery and Rehabilitation-Genetic Counseling-Palliative Care.
What is (are) Peutz-Jeghers syndrome ?,Noncancerous growths called hamartomatous polyps in the gastrointestinal tract.
How many people are affected by Peutz-Jeghers syndrome ?,"The prevalence of this condition is uncertain; estimates range from 1 in 25,000 to 300,000 individuals."
What are the genetic changes related to Peutz-Jeghers syndrome ?,Mutations in the STK11 gene (also known as LKB1) cause most cases of Peutz-Jeghers syndrome. 
Is Peutz-Jeghers syndrome inherited ?,Peutz-Jeghers syndrome is inherited in an autosomal dominant pattern.
What are the treatments for Peutz-Jeghers syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Pfeiffer syndrome ?,Pfeiffer syndrome is a genetic disorder characterized by the premature fusion of certain skull bones. 
What are the genetic changes related to Pfeiffer syndrome ?,Pfeiffer syndrome results from mutations in the FGFR1 or FGFR2 gene.
Is Pfeiffer syndrome inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for Pfeiffer syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) phenylketonuria ?,An inherited disorder that increases the levels of a substance called phenylalanine in the blood.
How many people are affected by phenylketonuria ?,The occurrence of PKU varies among ethnic groups and geographic regions worldwide. 
What are the genetic changes related to phenylketonuria ?,Mutations in the PAH gene cause phenylketonuria. 
Is phenylketonuria inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for phenylketonuria ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) phosphoglycerate dehydrogenase deficiency ?,Phosphoglycerate dehydrogenase deficiency is a condition characterized by an unusually small head size.
How many people are affected by phosphoglycerate dehydrogenase deficiency ?,"This condition is likely a rare disorder, but its prevalence is unknown. "
What are the genetic changes related to phosphoglycerate dehydrogenase deficiency ?,Mutations in the PHGDH gene cause phosphoglycerate dehydrogenase deficiency.
Is phosphoglycerate dehydrogenase deficiency inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for phosphoglycerate dehydrogenase deficiency ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) phosphoglycerate kinase deficiency ?,Genetic disorder that affects the body's ability to break down the simple sugar glucose.
What are the genetic changes related to phosphoglycerate kinase deficiency ?,Phosphoglycerate kinase deficiency is caused by mutations in the PGK1 gene. 
Is phosphoglycerate kinase deficiency inherited ?,This condition is inherited in an X-linked recessive pattern. 
What are the treatments for phosphoglycerate kinase deficiency ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) phosphoglycerate mutase deficiency ?,Phosphoglycerate mutase deficiency is a disorder that primarily affects muscles used for movement. 
What are the genetic changes related to phosphoglycerate mutase deficiency ?,Phosphoglycerate mutase deficiency is caused by mutations in the PGAM2 gene. 
Is phosphoglycerate mutase deficiency inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for phosphoglycerate mutase deficiency ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) phosphoribosylpyrophosphate synthetase superactivity ?,Characterized by the overproduction and accumulation of uric acid in the blood and urine.
How many people are affected by phosphoribosylpyrophosphate synthetase superactivity ?,PRS superactivity is believed to be a rare disorder.
What are the genetic changes related to phosphoribosylpyrophosphate synthetase superactivity ?,Certain mutations in the PRPS1 gene cause PRS superactivity. 
Is phosphoribosylpyrophosphate synthetase superactivity inherited ?,This condition is inherited in an X-linked pattern. 
What are the treatments for phosphoribosylpyrophosphate synthetase superactivity ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) piebaldism ?,Characterized by the absence of cells called melanocytes in certain areas of the skin and hair. 
How many people are affected by piebaldism ?,The prevalence of piebaldism is unknown.
What are the genetic changes related to piebaldism ?,Piebaldism can be caused by mutations in the KIT and SNAI2 genes. 
Is piebaldism inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for piebaldism ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) pilomatricoma ?,Pilomatricoma is a type of noncancerous (benign) skin tumor associated with hair follicles. 
How many people are affected by pilomatricoma ?,Pilomatricoma is an uncommon tumor. 
What are the genetic changes related to pilomatricoma ?,Mutations in the CTNNB1 gene are found in almost all cases of isolated pilomatricoma. 
Is pilomatricoma inherited ?,Most people with isolated pilomatricoma do not have any other affected family members. 
What are the treatments for pilomatricoma ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Pitt-Hopkins syndrome ?,"Characterized by intellectual disability and developmental delay, breathing problems, recurrent seizures. "
How many people are affected by Pitt-Hopkins syndrome ?,Pitt-Hopkins syndrome is thought to be a very rare condition. 
What are the genetic changes related to Pitt-Hopkins syndrome ?,Mutations in the TCF4 gene cause Pitt-Hopkins syndrome. 
Is Pitt-Hopkins syndrome inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for Pitt-Hopkins syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
"What is (are) platyspondylic lethal skeletal dysplasia, Torrance type ?","Platyspondylic lethal skeletal dysplasia, Torrance type is a severe disorder of bone growth. "
"Is platyspondylic lethal skeletal dysplasia, Torrance type inherited ?",This condition is inherited in an autosomal dominant pattern.
"What are the treatments for platyspondylic lethal skeletal dysplasia, Torrance type ?",Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) PMM2-congenital disorder of glycosylation ?,PMM2-congenital disorder of glycosylation is an inherited condition that affects many parts of the body.
How many people are affected by PMM2-congenital disorder of glycosylation ?,More than 800 individuals with PMM2-CDG have been identified worldwide.
What are the genetic changes related to PMM2-congenital disorder of glycosylation ?,PMM2-CDG is caused by mutations in the PMM2 gene. 
What are the treatments for PMM2-congenital disorder of glycosylation ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Pol III-related leukodystrophy ?,Pol III-related leukodystrophy is a disorder that affects the nervous system and other parts of the body. 
How many people are affected by Pol III-related leukodystrophy ?,Pol III-related leukodystrophy is a rare disorder.
What are the genetic changes related to Pol III-related leukodystrophy ?,Pol III-related leukodystrophy is caused by mutations in the POLR3A or POLR3B gene. 
Is Pol III-related leukodystrophy inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Pol III-related leukodystrophy ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Poland syndrome ?,Disorder in which affected individuals are born with missing or underdeveloped muscles on one side of the body.
How many people are affected by Poland syndrome ?,"Poland syndrome has been estimated to occur in 1 in 20,000 newborns. "
What are the genetic changes related to Poland syndrome ?,The cause of Poland syndrome is unknown. 
Is Poland syndrome inherited ?,Most cases of Poland syndrome are sporadic.
What are the treatments for Poland syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) polycystic kidney disease ?,Polycystic kidney disease is a disorder that affects the kidneys and other organs.
How many people are affected by polycystic kidney disease ?,Polycystic kidney disease is a fairly common genetic disorder.
What are the genetic changes related to polycystic kidney disease ?,"Mutations in the PKD1, PKD2, and PKHD1 genes cause polycystic kidney disease.  "
Is polycystic kidney disease inherited ?,Most cases of polycystic kidney disease have an autosomal dominant pattern of inheritance.
What are the treatments for polycystic kidney disease ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,Is a progressive disorder that affects the bones and brain. 
How many people are affected by polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,PLOSL is a very rare condition. 
What are the genetic changes related to polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,Mutations in the TREM2 gene or the TYROBP gene can cause PLOSL. 
Is polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) polycythemia vera ?,Polycythemia vera is a condition characterized by an increased number of red blood cells in the bloodstream.
How many people are affected by polycythemia vera ?,The prevalence of polycythemia vera varies worldwide. 
What are the genetic changes related to polycythemia vera ?,Mutations in the JAK2 and TET2 genes are associated with polycythemia vera.
Is polycythemia vera inherited ?,Most cases of polycythemia vera are not inherited.
What are the treatments for polycythemia vera ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) polymicrogyria ?,Polymicrogyria is a condition characterized by abnormal development of the brain before birth.
How many people are affected by polymicrogyria ?,The prevalence of isolated polymicrogyria is unknown. 
Is polymicrogyria inherited ?,Isolated polymicrogyria can have different inheritance patterns.
What are the treatments for polymicrogyria ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Pompe disease ?,Pompe disease is an inherited disorder caused by the buildup of a complex sugar called glycogen in the body's cells.
How many people are affected by Pompe disease ?,"Pompe disease affects about 1 in 40,000 people in the United States. "
What are the genetic changes related to Pompe disease ?,Mutations in the GAA gene cause Pompe disease. 
Is Pompe disease inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Pompe disease ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) pontocerebellar hypoplasia ?,Pontocerebellar hypoplasia is a group of related conditions that affect the development of the brain.
What are the genetic changes related to pontocerebellar hypoplasia ?,Pontocerebellar hypoplasia can result from mutations in several genes.
Is pontocerebellar hypoplasia inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for pontocerebellar hypoplasia ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) popliteal pterygium syndrome ?,"Popliteal pterygium syndrome is a condition that affects the development of the face, skin, and genitals."
How many people are affected by popliteal pterygium syndrome ?,"Popliteal pterygium syndrome is a rare condition, occurring in approximately 1 in 300,000 individuals."
What are the genetic changes related to popliteal pterygium syndrome ?,Mutations in the IRF6 gene cause popliteal pterygium syndrome. 
Is popliteal pterygium syndrome inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for popliteal pterygium syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) porphyria ?,Porphyria is a group of disorders caused by abnormalities in the chemical steps that lead to heme production.
How many people are affected by porphyria ?,The exact prevalence of porphyria is unknown. 
What are the genetic changes related to porphyria ?,"Each form of porphyria results from mutations in one of these genes: ALAD, ALAS2, CPOX, FECH, HMBS, PPOX, UROD. "
Is porphyria inherited ?,Some types of porphyria are inherited in an autosomal dominant pattern.
What are the treatments for porphyria ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) potassium-aggravated myotonia ?,Potassium-aggravated myotonia is a disorder that affects muscles used for movement. 
What are the genetic changes related to potassium-aggravated myotonia ?,Mutations in the SCN4A gene cause potassium-aggravated myotonia. 
Is potassium-aggravated myotonia inherited ?,Potassium-aggravated myotonia is inherited in an autosomal dominant pattern.
What are the treatments for potassium-aggravated myotonia ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) renal coloboma syndrome ?,Renal coloboma syndrome is a condition that primarily affects kidney (renal) and eye development.
How many people are affected by renal coloboma syndrome ?,The prevalence of renal coloboma syndrome is unknown.
What are the genetic changes related to renal coloboma syndrome ?,Renal coloboma syndrome is caused by mutations in the PAX2 gene. 
Is renal coloboma syndrome inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for renal coloboma syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) renal hypouricemia ?,Renal hypouricemia is a kidney disorder that results in a reduced amount of uric acid in the blood.
How many people are affected by renal hypouricemia ?,The prevalence of renal hypouricemia is unknown.
What are the genetic changes related to renal hypouricemia ?,Mutations in the SLC22A12 or SLC2A9 gene cause renal hypouricemia.
Is renal hypouricemia inherited ?,This condition is typically inherited in an autosomal recessive pattern.
What are the treatments for renal hypouricemia ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) renal tubular acidosis with deafness ?,Renal tubular acidosis with deafness is a disorder characterized by kidney (renal) problems and hearing loss. 
How many people are affected by renal tubular acidosis with deafness ?,Renal tubular acidosis with deafness is a rare disorder; its prevalence is unknown.
What are the genetic changes related to renal tubular acidosis with deafness ?,Renal tubular acidosis with deafness is caused by mutations in the ATP6V1B1 or ATP6V0A4 gene. 
Is renal tubular acidosis with deafness inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for renal tubular acidosis with deafness ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) renal tubular dysgenesis ?,Severe kidney disorder characterized by abnormal development of the kidneys before birth.
What are the genetic changes related to renal tubular dysgenesis ?,"Mutations in the ACE, AGT, AGTR1, or REN gene can cause renal tubular dysgenesis. "
What are the treatments for renal tubular dysgenesis ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Renpenning syndrome ?,"Renpenning syndrome is a disorder that almost exclusively affects males, causing developmental delay. "
What are the genetic changes related to Renpenning syndrome ?,Renpenning syndrome is caused by mutations in the PQBP1 gene. 
Is Renpenning syndrome inherited ?,This condition is inherited in an X-linked recessive pattern.
What are the treatments for Renpenning syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) restless legs syndrome ?,Restless legs syndrome is a neurological condition that causes an irresistible urge to move the legs. 
What are the genetic changes related to restless legs syndrome ?,"Restless legs syndrome results from a combination of genetic and environmental factors, many of which are unknown."
Is restless legs syndrome inherited ?,The inheritance pattern of restless legs syndrome is usually unclear because many genetic and environmental factors can be involved.
What are the treatments for restless legs syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,RAMSVPS is a disorder that affects blood vessels in the eyes and heart.
How many people are affected by retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,RAMSVPS is a rare disorder. 
What are the genetic changes related to retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,RAMSVPS is caused by a mutation in the IGFBP7 gene.
Is retinal arterial macroaneurysm with supravalvular pulmonic stenosis inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) retinitis pigmentosa ?,Retinitis pigmentosa is a group of related eye disorders that cause progressive vision loss. 
How many people are affected by retinitis pigmentosa ?,Retinitis pigmentosa is one of the most common inherited diseases of the retina.
What are the genetic changes related to retinitis pigmentosa ?,Mutations in more than 60 genes are known to cause nonsyndromic retinitis pigmentosa.
Is retinitis pigmentosa inherited ?,Retinitis pigmentosa often has an autosomal dominant inheritance pattern.
What are the treatments for retinitis pigmentosa ?,"Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care"""
What is (are) retinoblastoma ?,"Retinoblastoma is a rare type of eye cancer that usually develops in early childhood, typically before the age of 5. "
How many people are affected by retinoblastoma ?,Retinoblastoma is diagnosed in 250 to 350 children per year in the United States. 
What are the genetic changes related to retinoblastoma ?,Mutations in the RB1 gene are responsible for most cases of retinoblastoma. 
Is retinoblastoma inherited ?,Researchers estimate that 40 percent of all retinoblastomas are germinal.
What are the treatments for retinoblastoma ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) retroperitoneal fibrosis ?,Disorder in which inflammation and extensive scar tissue (fibrosis) occur in the back of the abdominal cavity. 
What are the genetic changes related to retroperitoneal fibrosis ?,No genes associated with retroperitoneal fibrosis have been identified.  
Is retroperitoneal fibrosis inherited ?,Most cases of retroperitoneal fibrosis are sporadic.
What are the treatments for retroperitoneal fibrosis ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Rett syndrome ?,Rett syndrome is a brain disorder that occurs almost exclusively in girls. 
How many people are affected by Rett syndrome ?,"This condition affects an estimated 1 in 8,500 females."
What are the genetic changes related to Rett syndrome ?,Classic Rett syndrome and some variant forms of the condition are caused by mutations in the MECP2 gene.
Is Rett syndrome inherited ?,"In more than 99 percent of people with Rett syndrome, there is no history of the disorder in their family. "
What are the treatments for Rett syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) rheumatoid arthritis ?,"Rheumatoid arthritis is a disease that causes chronic abnormal inflammation, primarily affecting the joints. "
How many people are affected by rheumatoid arthritis ?,Rheumatoid arthritis affects about 1.3 million adults in the United States.
What are the genetic changes related to rheumatoid arthritis ?,Rheumatoid arthritis probably results from a combination of genetic and environmental factors. 
What are the treatments for rheumatoid arthritis ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) rhizomelic chondrodysplasia punctata ?,Rhizomelic chondrodysplasia punctata is a condition that impairs the normal development of many parts of the body. 
How many people are affected by rhizomelic chondrodysplasia punctata ?,"Rhizomelic chondrodysplasia punctata affects fewer than 1 in 100,000 people worldwide. "
What are the genetic changes related to rhizomelic chondrodysplasia punctata ?,Rhizomelic chondrodysplasia punctata results from mutations in one of three genes. 
